"시도별","연령계층별","시점","항목",데이터
"경상북도","20 - 29세","2019","고용률 (%)",53.0
"경상북도","20 - 29세","2020","15세이상인구 (천명)",289
"경상북도","20 - 29세","2020","경제활동인구 (천명)",166
"경상북도","20 - 29세","2020","비경제활동인구 (천명)",122
"경상북도","20 - 29세","2020","경제활동참가율 (%)",57.6
"경상북도","20 - 29세","2020","고용률 (%)",51.4
"경상북도","20 - 29세","2021","15세이상인구 (천명)",281
"경상북도","20 - 29세","2021","경제활동인구 (천명)",159
"경상북도","20 - 29세","2021","비경제활동인구 (천명)",121
"경상북도","20 - 29세","2021","경제활동참가율 (%)",56.8
"경상북도","20 - 29세","2021","고용률 (%)",52.3
"경상북도","20 - 29세","2022","15세이상인구 (천명)",277
"경상북도","20 - 29세","2022","경제활동인구 (천명)",167
"경상북도","20 - 29세","2022","비경제활동인구 (천명)",110
"경상북도","20 - 29세","2022","경제활동참가율 (%)",60.2
"경상북도","20 - 29세","2022","고용률 (%)",55.9
"경상북도","20 - 29세","2023","15세이상인구 (천명)",262
"경상북도","20 - 29세","2023","경제활동인구 (천명)",150
"경상북도","20 - 29세","2023","비경제활동인구 (천명)",112
"경상북도","20 - 29세","2023","경제활동참가율 (%)",57.2
"경상북도","20 - 29세","2023","고용률 (%)",52.8
"경상북도","20 - 29세","2024","15세이상인구 (천명)",248
"경상북도","20 - 29세","2024","경제활동인구 (천명)",150
"경상북도","20 - 29세","2024","비경제활동인구 (천명)",99
"경상북도","20 - 29세","2024","경제활동참가율 (%)",60.2
"경상북도","20 - 29세","2024","고용률 (%)",56.7
"경상북도","30 - 39세","2014","15세이상인구 (천명)",358
"경상북도","30 - 39세","2014","경제활동인구 (천명)",270
"경상북도","30 - 39세","2014","비경제활동인구 (천명)",88
"경상북도","30 - 39세","2014","경제활동참가율 (%)",75.4
"경상북도","30 - 39세","2014","고용률 (%)",73.2
"경상북도","30 - 39세","2015","15세이상인구 (천명)",352
"경상북도","30 - 39세","2015","경제활동인구 (천명)",260
"경상북도","30 - 39세","2015","비경제활동인구 (천명)",92
"경상북도","30 - 39세","2015","경제활동참가율 (%)",73.9
"경상북도","30 - 39세","2015","고용률 (%)",70.5
"경상북도","30 - 39세","2016","15세이상인구 (천명)",347
"경상북도","30 - 39세","2016","경제활동인구 (천명)",261
"경상북도","30 - 39세","2016","비경제활동인구 (천명)",86
"경상북도","30 - 39세","2016","경제활동참가율 (%)",75.1
"경상북도","30 - 39세","2016","고용률 (%)",72.5
"경상북도","30 - 39세","2017","15세이상인구 (천명)",340
"경상북도","30 - 39세","2017","경제활동인구 (천명)",256
"경상북도","30 - 39세","2017","비경제활동인구 (천명)",84
"경상북도","30 - 39세","2017","경제활동참가율 (%)",75.2
"경상북도","30 - 39세","2017","고용률 (%)",73.4
"경상북도","30 - 39세","2018","15세이상인구 (천명)",331
"경상북도","30 - 39세","2018","경제활동인구 (천명)",258
"경상북도","30 - 39세","2018","비경제활동인구 (천명)",73
"경상북도","30 - 39세","2018","경제활동참가율 (%)",77.9
"경상북도","30 - 39세","2018","고용률 (%)",74.6
"경상북도","30 - 39세","2019","15세이상인구 (천명)",321
"경상북도","30 - 39세","2019","경제활동인구 (천명)",251
"경상북도","30 - 39세","2019","비경제활동인구 (천명)",70
"경상북도","30 - 39세","2019","경제활동참가율 (%)",78.2
"경상북도","30 - 39세","2019","고용률 (%)",75.3
"경상북도","30 - 39세","2020","15세이상인구 (천명)",310
"경상북도","30 - 39세","2020","경제활동인구 (천명)",234
"경상북도","30 - 39세","2020","비경제활동인구 (천명)",76
"경상북도","30 - 39세","2020","경제활동참가율 (%)",75.4
"경상북도","30 - 39세","2020","고용률 (%)",72.1
"경상북도","30 - 39세","2021","15세이상인구 (천명)",297
"경상북도","30 - 39세","2021","경제활동인구 (천명)",212
"경상북도","30 - 39세","2021","비경제활동인구 (천명)",85
"경상북도","30 - 39세","2021","경제활동참가율 (%)",71.4
"경상북도","30 - 39세","2021","고용률 (%)",69.2
"경상북도","30 - 39세","2022","15세이상인구 (천명)",288
"경상북도","30 - 39세","2022","경제활동인구 (천명)",217
"경상북도","30 - 39세","2022","비경제활동인구 (천명)",70
"경상북도","30 - 39세","2022","경제활동참가율 (%)",75.6
"경상북도","30 - 39세","2022","고용률 (%)",74.3
"경상북도","30 - 39세","2023","15세이상인구 (천명)",277
"경상북도","30 - 39세","2023","경제활동인구 (천명)",213
"경상북도","30 - 39세","2023","비경제활동인구 (천명)",64
"경상북도","30 - 39세","2023","경제활동참가율 (%)",76.8
"경상북도","30 - 39세","2023","고용률 (%)",75.0
"경상북도","30 - 39세","2024","15세이상인구 (천명)",273
"경상북도","30 - 39세","2024","경제활동인구 (천명)",214
"경상북도","30 - 39세","2024","비경제활동인구 (천명)",59
"경상북도","30 - 39세","2024","경제활동참가율 (%)",78.4
"경상북도","30 - 39세","2024","고용률 (%)",75.8
"경상북도","40 - 49세","2014","15세이상인구 (천명)",420
"경상북도","40 - 49세","2014","경제활동인구 (천명)",348
"경상북도","40 - 49세","2014","비경제활동인구 (천명)",72
"경상북도","40 - 49세","2014","경제활동참가율 (%)",82.8
"경상북도","40 - 49세","2014","고용률 (%)",80.8
"경상북도","40 - 49세","2015","15세이상인구 (천명)",419
"경상북도","40 - 49세","2015","경제활동인구 (천명)",351
"경상북도","40 - 49세","2015","비경제활동인구 (천명)",68
"경상북도","40 - 49세","2015","경제활동참가율 (%)",83.9
"경상북도","40 - 49세","2015","고용률 (%)",82.6
"경상북도","40 - 49세","2016","15세이상인구 (천명)",413
"경상북도","40 - 49세","2016","경제활동인구 (천명)",350
"경상북도","40 - 49세","2016","비경제활동인구 (천명)",63
"경상북도","40 - 49세","2016","경제활동참가율 (%)",84.8
"경상북도","40 - 49세","2016","고용률 (%)",83.5
"경상북도","40 - 49세","2017","15세이상인구 (천명)",405
"경상북도","40 - 49세","2017","경제활동인구 (천명)",345
"경상북도","40 - 49세","2017","비경제활동인구 (천명)",61
"경상북도","40 - 49세","2017","경제활동참가율 (%)",85.1
"경상북도","40 - 49세","2017","고용률 (%)",84.0
"경상북도","40 - 49세","2018","15세이상인구 (천명)",397
"경상북도","40 - 49세","2018","경제활동인구 (천명)",334
"경상북도","40 - 49세","2018","비경제활동인구 (천명)",63
"경상북도","40 - 49세","2018","경제활동참가율 (%)",84.1
"경상북도","40 - 49세","2018","고용률 (%)",81.6
"경상북도","40 - 49세","2019","15세이상인구 (천명)",388
"경상북도","40 - 49세","2019","경제활동인구 (천명)",319
"경상북도","40 - 49세","2019","비경제활동인구 (천명)",69
"경상북도","40 - 49세","2019","경제활동참가율 (%)",82.2
"경상북도","40 - 49세","2019","고용률 (%)",80.5
"경상북도","40 - 49세","2020","15세이상인구 (천명)",382
"경상북도","40 - 49세","2020","경제활동인구 (천명)",312
"경상북도","40 - 49세","2020","비경제활동인구 (천명)",70
"경상북도","40 - 49세","2020","경제활동참가율 (%)",81.6
"경상북도","40 - 49세","2020","고용률 (%)",79.0
"경상북도","40 - 49세","2021","15세이상인구 (천명)",376
"경상북도","40 - 49세","2021","경제활동인구 (천명)",297
"경상북도","40 - 49세","2021","비경제활동인구 (천명)",79
"경상북도","40 - 49세","2021","경제활동참가율 (%)",79.0
"경상북도","40 - 49세","2021","고용률 (%)",76.6
"경상북도","40 - 49세","2022","15세이상인구 (천명)",373
"경상북도","40 - 49세","2022","경제활동인구 (천명)",296
"경상북도","40 - 49세","2022","비경제활동인구 (천명)",77
"경상북도","40 - 49세","2022","경제활동참가율 (%)",79.5
"경상북도","40 - 49세","2022","고용률 (%)",77.9
"경상북도","40 - 49세","2023","15세이상인구 (천명)",363
"경상북도","40 - 49세","2023","경제활동인구 (천명)",288
"경상북도","40 - 49세","2023","비경제활동인구 (천명)",75
"경상북도","40 - 49세","2023","경제활동참가율 (%)",79.4
"경상북도","40 - 49세","2023","고용률 (%)",77.2
"경상북도","40 - 49세","2024","15세이상인구 (천명)",351
"경상북도","40 - 49세","2024","경제활동인구 (천명)",283
"경상북도","40 - 49세","2024","비경제활동인구 (천명)",69
"경상북도","40 - 49세","2024","경제활동참가율 (%)",80.4
"경상북도","40 - 49세","2024","고용률 (%)",79.0
"경상북도","50 - 59세","2014","15세이상인구 (천명)",433
"경상북도","50 - 59세","2014","경제활동인구 (천명)",349
"경상북도","50 - 59세","2014","비경제활동인구 (천명)",84
"경상북도","50 - 59세","2014","경제활동참가율 (%)",80.6
"경상북도","50 - 59세","2014","고용률 (%)",79.2
"경상북도","50 - 59세","2015","15세이상인구 (천명)",441
"경상북도","50 - 59세","2015","경제활동인구 (천명)",348
"경상북도","50 - 59세","2015","비경제활동인구 (천명)",93
"경상북도","50 - 59세","2015","경제활동참가율 (%)",78.9
"경상북도","50 - 59세","2015","고용률 (%)",77.7
"경상북도","50 - 59세","2016","15세이상인구 (천명)",446
"경상북도","50 - 59세","2016","경제활동인구 (천명)",352
"경상북도","50 - 59세","2016","비경제활동인구 (천명)",94
"경상북도","50 - 59세","2016","경제활동참가율 (%)",78.8
"경상북도","50 - 59세","2016","고용률 (%)",77.3
"경상북도","50 - 59세","2017","15세이상인구 (천명)",448
"경상북도","50 - 59세","2017","경제활동인구 (천명)",358
"경상북도","50 - 59세","2017","비경제활동인구 (천명)",90
"경상북도","50 - 59세","2017","경제활동참가율 (%)",79.8
"경상북도","50 - 59세","2017","고용률 (%)",78.3
"경상북도","50 - 59세","2018","15세이상인구 (천명)",451
"경상북도","50 - 59세","2018","경제활동인구 (천명)",362
"경상북도","50 - 59세","2018","비경제활동인구 (천명)",89
"경상북도","50 - 59세","2018","경제활동참가율 (%)",80.2
"경상북도","50 - 59세","2018","고용률 (%)",78.4
"경상북도","50 - 59세","2019","15세이상인구 (천명)",454
"경상북도","50 - 59세","2019","경제활동인구 (천명)",363
"경상북도","50 - 59세","2019","비경제활동인구 (천명)",91
"경상북도","50 - 59세","2019","경제활동참가율 (%)",79.9
"경상북도","50 - 59세","2019","고용률 (%)",77.8
"경상북도","50 - 59세","2020","15세이상인구 (천명)",451
"경상북도","50 - 59세","2020","경제활동인구 (천명)",355
"경상북도","50 - 59세","2020","비경제활동인구 (천명)",95
"경상북도","50 - 59세","2020","경제활동참가율 (%)",78.9
"경상북도","50 - 59세","2020","고용률 (%)",77.0
"경상북도","50 - 59세","2021","15세이상인구 (천명)",444
"경상북도","50 - 59세","2021","경제활동인구 (천명)",349
"경상북도","50 - 59세","2021","비경제활동인구 (천명)",95
"경상북도","50 - 59세","2021","경제활동참가율 (%)",78.6
"경상북도","50 - 59세","2021","고용률 (%)",77.0
"경상북도","50 - 59세","2022","15세이상인구 (천명)",444
"경상북도","50 - 59세","2022","경제활동인구 (천명)",354
"경상북도","50 - 59세","2022","비경제활동인구 (천명)",90
"경상북도","50 - 59세","2022","경제활동참가율 (%)",79.7
"경상북도","50 - 59세","2022","고용률 (%)",78.7
"경상북도","50 - 59세","2023","15세이상인구 (천명)",439
"경상북도","50 - 59세","2023","경제활동인구 (천명)",359
"경상북도","50 - 59세","2023","비경제활동인구 (천명)",79
"경상북도","50 - 59세","2023","경제활동참가율 (%)",81.9
"경상북도","50 - 59세","2023","고용률 (%)",80.8
"경상북도","50 - 59세","2024","15세이상인구 (천명)",435
"경상북도","50 - 59세","2024","경제활동인구 (천명)",351
"경상북도","50 - 59세","2024","비경제활동인구 (천명)",85
"경상북도","50 - 59세","2024","경제활동참가율 (%)",80.5
"경상북도","50 - 59세","2024","고용률 (%)",79.4
"경상북도","60세이상","2014","15세이상인구 (천명)",614
"경상북도","60세이상","2014","경제활동인구 (천명)",310
"경상북도","60세이상","2014","비경제활동인구 (천명)",304
"경상북도","60세이상","2014","경제활동참가율 (%)",50.5
"경상북도","60세이상","2014","고용률 (%)",49.8
"경상북도","60세이상","2015","15세이상인구 (천명)",634
"경상북도","60세이상","2015","경제활동인구 (천명)",315
"경상북도","60세이상","2015","비경제활동인구 (천명)",319
"경상북도","60세이상","2015","경제활동참가율 (%)",49.6
"경상북도","60세이상","2015","고용률 (%)",48.9
"경상북도","60세이상","2016","15세이상인구 (천명)",656
"경상북도","60세이상","2016","경제활동인구 (천명)",327
"경상북도","60세이상","2016","비경제활동인구 (천명)",329
"경상북도","60세이상","2016","경제활동참가율 (%)",49.9
"경상북도","60세이상","2016","고용률 (%)",49.1
"경상북도","60세이상","2017","15세이상인구 (천명)",681
"경상북도","60세이상","2017","경제활동인구 (천명)",337
"경상북도","60세이상","2017","비경제활동인구 (천명)",344
"경상북도","60세이상","2017","경제활동참가율 (%)",49.5
"경상북도","60세이상","2017","고용률 (%)",48.7
"경상북도","60세이상","2018","15세이상인구 (천명)",708
"경상북도","60세이상","2018","경제활동인구 (천명)",353
"경상북도","60세이상","2018","비경제활동인구 (천명)",356
"경상북도","60세이상","2018","경제활동참가율 (%)",49.8
"경상북도","60세이상","2018","고용률 (%)",48.3
"경상북도","60세이상","2019","15세이상인구 (천명)",736
"경상북도","60세이상","2019","경제활동인구 (천명)",373
"경상북도","60세이상","2019","비경제활동인구 (천명)",363
"경상북도","60세이상","2019","경제활동참가율 (%)",50.7
"경상북도","60세이상","2019","고용률 (%)",49.0
"경상북도","60세이상","2020","15세이상인구 (천명)",770
"경상북도","60세이상","2020","경제활동인구 (천명)",404
"경상북도","60세이상","2020","비경제활동인구 (천명)",366
"경상북도","60세이상","2020","경제활동참가율 (%)",52.5
"경상북도","60세이상","2020","고용률 (%)",50.7
"경상북도","60세이상","2021","15세이상인구 (천명)",804
"경상북도","60세이상","2021","경제활동인구 (천명)",435
"경상북도","60세이상","2021","비경제활동인구 (천명)",369
"경상북도","60세이상","2021","경제활동참가율 (%)",54.1
"경상북도","60세이상","2021","고용률 (%)",52.7
"경상북도","60세이상","2022","15세이상인구 (천명)",837
"경상북도","60세이상","2022","경제활동인구 (천명)",457
"경상북도","60세이상","2022","비경제활동인구 (천명)",380
"경상북도","60세이상","2022","경제활동참가율 (%)",54.6
"경상북도","60세이상","2022","고용률 (%)",53.4
"경상북도","60세이상","2023","15세이상인구 (천명)",856
"경상북도","60세이상","2023","경제활동인구 (천명)",485
"경상북도","60세이상","2023","비경제활동인구 (천명)",372
"경상북도","60세이상","2023","경제활동참가율 (%)",56.6
"경상북도","60세이상","2023","고용률 (%)",55.5
"경상북도","60세이상","2024","15세이상인구 (천명)",872
"경상북도","60세이상","2024","경제활동인구 (천명)",498
"경상북도","60세이상","2024","비경제활동인구 (천명)",374
"경상북도","60세이상","2024","경제활동참가율 (%)",57.2
"경상북도","60세이상","2024","고용률 (%)",55.8
"경상북도","15 - 64세","2014","15세이상인구 (천명)",1825
"경상북도","15 - 64세","2014","경제활동인구 (천명)",1284
"경상북도","15 - 64세","2014","비경제활동인구 (천명)",541
"경상북도","15 - 64세","2014","경제활동참가율 (%)",70.4
"경상북도","15 - 64세","2014","고용률 (%)",68.2
"경상북도","15 - 64세","2015","15세이상인구 (천명)",1832
"경상북도","15 - 64세","2015","경제활동인구 (천명)",1279
"경상북도","15 - 64세","2015","비경제활동인구 (천명)",553
"경상북도","15 - 64세","2015","경제활동참가율 (%)",69.8
"경상북도","15 - 64세","2015","고용률 (%)",67.6
"경상북도","15 - 64세","2016","15세이상인구 (천명)",1837
"경상북도","15 - 64세","2016","경제활동인구 (천명)",1284
"경상북도","15 - 64세","2016","비경제활동인구 (천명)",553
"경상북도","15 - 64세","2016","경제활동참가율 (%)",69.9
"경상북도","15 - 64세","2016","고용률 (%)",67.5
"경상북도","15 - 64세","2017","15세이상인구 (천명)",1823
"경상북도","15 - 64세","2017","경제활동인구 (천명)",1276
"경상북도","15 - 64세","2017","비경제활동인구 (천명)",548
"경상북도","15 - 64세","2017","경제활동참가율 (%)",70.0
"경상북도","15 - 64세","2017","고용률 (%)",67.9
"경상북도","15 - 64세","2018","15세이상인구 (천명)",1805
"경상북도","15 - 64세","2018","경제활동인구 (천명)",1265
"경상북도","15 - 64세","2018","비경제활동인구 (천명)",540
"경상북도","15 - 64세","2018","경제활동참가율 (%)",70.1
"경상북도","15 - 64세","2018","고용률 (%)",66.9
"경상북도","15 - 64세","2019","15세이상인구 (천명)",1791
"경상북도","15 - 64세","2019","경제활동인구 (천명)",1259
"경상북도","15 - 64세","2019","비경제활동인구 (천명)",533
"경상북도","15 - 64세","2019","경제활동참가율 (%)",70.3
"경상북도","15 - 64세","2019","고용률 (%)",67.4
"경상북도","15 - 64세","2020","15세이상인구 (천명)",1771
"경상북도","15 - 64세","2020","경제활동인구 (천명)",1229
"경상북도","15 - 64세","2020","비경제활동인구 (천명)",541
"경상북도","15 - 64세","2020","경제활동참가율 (%)",69.4
"경상북도","15 - 64세","2020","고용률 (%)",66.4
"경상북도","15 - 64세","2021","15세이상인구 (천명)",1739
"경상북도","15 - 64세","2021","경제활동인구 (천명)",1183
"경상북도","15 - 64세","2021","비경제활동인구 (천명)",556
"경상북도","15 - 64세","2021","경제활동참가율 (%)",68.0
"경상북도","15 - 64세","2021","고용률 (%)",65.7
"경상북도","15 - 64세","2022","15세이상인구 (천명)",1727
"경상북도","15 - 64세","2022","경제활동인구 (천명)",1208
"경상북도","15 - 64세","2022","비경제활동인구 (천명)",520
"경상북도","15 - 64세","2022","경제활동참가율 (%)",69.9
"경상북도","15 - 64세","2022","고용률 (%)",68.2
"경상북도","15 - 64세","2023","15세이상인구 (천명)",1690
"경상북도","15 - 64세","2023","경제활동인구 (천명)",1187
"경상북도","15 - 64세","2023","비경제활동인구 (천명)",503
"경상북도","15 - 64세","2023","경제활동참가율 (%)",70.3
"경상북도","15 - 64세","2023","고용률 (%)",68.4
"경상북도","15 - 64세","2024","15세이상인구 (천명)",1651
"경상북도","15 - 64세","2024","경제활동인구 (천명)",1168
"경상북도","15 - 64세","2024","비경제활동인구 (천명)",483
"경상북도","15 - 64세","2024","경제활동참가율 (%)",70.7
"경상북도","15 - 64세","2024","고용률 (%)",68.9
"경상북도","15 - 24세","2014","15세이상인구 (천명)",306
"경상북도","15 - 24세","2014","경제활동인구 (천명)",91
"경상북도","15 - 24세","2014","비경제활동인구 (천명)",215
"경상북도","15 - 24세","2014","경제활동참가율 (%)",29.7
"경상북도","15 - 24세","2014","고용률 (%)",27.6
"경상북도","15 - 24세","2015","15세이상인구 (천명)",305
"경상북도","15 - 24세","2015","경제활동인구 (천명)",89
"경상북도","15 - 24세","2015","비경제활동인구 (천명)",216
"경상북도","15 - 24세","2015","경제활동참가율 (%)",29.2
"경상북도","15 - 24세","2015","고용률 (%)",25.7
"경상북도","15 - 24세","2016","15세이상인구 (천명)",304
"경상북도","15 - 24세","2016","경제활동인구 (천명)",91
"경상북도","15 - 24세","2016","비경제활동인구 (천명)",213
"경상북도","15 - 24세","2016","경제활동참가율 (%)",29.8
"경상북도","15 - 24세","2016","고용률 (%)",26.1
"경상북도","15 - 24세","2017","15세이상인구 (천명)",294
"경상북도","15 - 24세","2017","경제활동인구 (천명)",83
"경상북도","15 - 24세","2017","비경제활동인구 (천명)",211
"경상북도","15 - 24세","2017","경제활동참가율 (%)",28.1
"경상북도","15 - 24세","2017","고용률 (%)",25.2
"경상북도","15 - 24세","2018","15세이상인구 (천명)",281
"경상북도","15 - 24세","2018","경제활동인구 (천명)",72
"경상북도","15 - 24세","2018","비경제활동인구 (천명)",209
"경상북도","15 - 24세","2018","경제활동참가율 (%)",25.5
"경상북도","15 - 24세","2018","고용률 (%)",22.1
"경상북도","15 - 24세","2019","15세이상인구 (천명)",271
"경상북도","15 - 24세","2019","경제활동인구 (천명)",75
"경상북도","15 - 24세","2019","비경제활동인구 (천명)",197
"경상북도","15 - 24세","2019","경제활동참가율 (%)",27.5
"경상북도","15 - 24세","2019","고용률 (%)",24.6
"경상북도","15 - 24세","2020","15세이상인구 (천명)",259
"경상북도","15 - 24세","2020","경제활동인구 (천명)",67
"경상북도","15 - 24세","2020","비경제활동인구 (천명)",193
"경상북도","15 - 24세","2020","경제활동참가율 (%)",25.8
"경상북도","15 - 24세","2020","고용률 (%)",22.5
"경상북도","15 - 24세","2021","15세이상인구 (천명)",245
"경상북도","15 - 24세","2021","경제활동인구 (천명)",64
"경상북도","15 - 24세","2021","비경제활동인구 (천명)",180
"경상북도","15 - 24세","2021","경제활동참가율 (%)",26.3
"경상북도","15 - 24세","2021","고용률 (%)",24.0
"경상북도","15 - 24세","2022","15세이상인구 (천명)",237
"경상북도","15 - 24세","2022","경제활동인구 (천명)",69
"경상북도","15 - 24세","2022","비경제활동인구 (천명)",168
"경상북도","15 - 24세","2022","경제활동참가율 (%)",29.2
"경상북도","15 - 24세","2022","고용률 (%)",26.9
"경상북도","15 - 24세","2023","15세이상인구 (천명)",225
"경상북도","15 - 24세","2023","경제활동인구 (천명)",62
"경상북도","15 - 24세","2023","비경제활동인구 (천명)",163
"경상북도","15 - 24세","2023","경제활동참가율 (%)",27.4
"경상북도","15 - 24세","2023","고용률 (%)",25.9
"경상북도","15 - 24세","2024","15세이상인구 (천명)",213
"경상북도","15 - 24세","2024","경제활동인구 (천명)",59
"경상북도","15 - 24세","2024","비경제활동인구 (천명)",154
"경상북도","15 - 24세","2024","경제활동참가율 (%)",27.6
"경상북도","15 - 24세","2024","고용률 (%)",26.0
"경상남도","계","2014","15세이상인구 (천명)",2758
"경상남도","계","2014","경제활동인구 (천명)",1702
"경상남도","계","2014","비경제활동인구 (천명)",1055
"경상남도","계","2014","경제활동참가율 (%)",61.7
"경상남도","계","2014","고용률 (%)",60.2
"경상남도","계","2015","15세이상인구 (천명)",2791
"경상남도","계","2015","경제활동인구 (천명)",1736
"경상남도","계","2015","비경제활동인구 (천명)",1055
"경상남도","계","2015","경제활동참가율 (%)",62.2
"경상남도","계","2015","고용률 (%)",60.6
"경상남도","계","2016","15세이상인구 (천명)",2812
"경상남도","계","2016","경제활동인구 (천명)",1763
"경상남도","계","2016","비경제활동인구 (천명)",1049
"경상남도","계","2016","경제활동참가율 (%)",62.7
"경상남도","계","2016","고용률 (%)",60.6
"경상남도","계","2017","15세이상인구 (천명)",2830
"경상남도","계","2017","경제활동인구 (천명)",1775
"경상남도","계","2017","비경제활동인구 (천명)",1055
"경상남도","계","2017","경제활동참가율 (%)",62.7
"경상남도","계","2017","고용률 (%)",60.9
"경상남도","계","2018","15세이상인구 (천명)",2845
"경상남도","계","2018","경제활동인구 (천명)",1801
"경상남도","계","2018","비경제활동인구 (천명)",1044
"경상남도","계","2018","경제활동참가율 (%)",63.3
"경상남도","계","2018","고용률 (%)",61.4
"경상남도","계","2019","15세이상인구 (천명)",2854
"경상남도","계","2019","경제활동인구 (천명)",1817
"경상남도","계","2019","비경제활동인구 (천명)",1037
"경상남도","계","2019","경제활동참가율 (%)",63.7
"경상남도","계","2019","고용률 (%)",61.3
"경상남도","계","2020","15세이상인구 (천명)",2854
"경상남도","계","2020","경제활동인구 (천명)",1802
"경상남도","계","2020","비경제활동인구 (천명)",1052
"경상남도","계","2020","경제활동참가율 (%)",63.1
"경상남도","계","2020","고용률 (%)",60.6
"경상남도","계","2021","15세이상인구 (천명)",2855
"경상남도","계","2021","경제활동인구 (천명)",1805
"경상남도","계","2021","비경제활동인구 (천명)",1049
"경상남도","계","2021","경제활동참가율 (%)",63.2
"경상남도","계","2021","고용률 (%)",60.7
"경상남도","계","2022","15세이상인구 (천명)",2851
"경상남도","계","2022","경제활동인구 (천명)",1800
"경상남도","계","2022","비경제활동인구 (천명)",1051
"경상남도","계","2022","경제활동참가율 (%)",63.1
"경상남도","계","2022","고용률 (%)",61.1
"경상남도","계","2023","15세이상인구 (천명)",2840
"경상남도","계","2023","경제활동인구 (천명)",1805
"경상남도","계","2023","비경제활동인구 (천명)",1035
"경상남도","계","2023","경제활동참가율 (%)",63.6
"경상남도","계","2023","고용률 (%)",62.0
"경상남도","계","2024","15세이상인구 (천명)",2830
"경상남도","계","2024","경제활동인구 (천명)",1799
"경상남도","계","2024","비경제활동인구 (천명)",1032
"경상남도","계","2024","경제활동참가율 (%)",63.6
"경상남도","계","2024","고용률 (%)",62.1
"경상남도","15 - 29세","2014","15세이상인구 (천명)",559
"경상남도","15 - 29세","2014","경제활동인구 (천명)",217
"경상남도","15 - 29세","2014","비경제활동인구 (천명)",343
"경상남도","15 - 29세","2014","경제활동참가율 (%)",38.7
"경상남도","15 - 29세","2014","고용률 (%)",36.0
"경상남도","15 - 29세","2015","15세이상인구 (천명)",561
"경상남도","15 - 29세","2015","경제활동인구 (천명)",226
"경상남도","15 - 29세","2015","비경제활동인구 (천명)",334
"경상남도","15 - 29세","2015","경제활동참가율 (%)",40.3
"경상남도","15 - 29세","2015","고용률 (%)",36.9
"경상남도","15 - 29세","2016","15세이상인구 (천명)",556
"경상남도","15 - 29세","2016","경제활동인구 (천명)",243
"경상남도","15 - 29세","2016","비경제활동인구 (천명)",313
"경상남도","15 - 29세","2016","경제활동참가율 (%)",43.7
"경상남도","15 - 29세","2016","고용률 (%)",40.0
"경상남도","15 - 29세","2017","15세이상인구 (천명)",545
"경상남도","15 - 29세","2017","경제활동인구 (천명)",233
"경상남도","15 - 29세","2017","비경제활동인구 (천명)",312
"경상남도","15 - 29세","2017","경제활동참가율 (%)",42.7
"경상남도","15 - 29세","2017","고용률 (%)",39.0
"경상남도","15 - 29세","2018","15세이상인구 (천명)",532
"경상남도","15 - 29세","2018","경제활동인구 (천명)",228
"경상남도","15 - 29세","2018","비경제활동인구 (천명)",304
"경상남도","15 - 29세","2018","경제활동참가율 (%)",42.8
"경상남도","15 - 29세","2018","고용률 (%)",38.7
"경상남도","15 - 29세","2019","15세이상인구 (천명)",520
"경상남도","15 - 29세","2019","경제활동인구 (천명)",228
"경상남도","15 - 29세","2019","비경제활동인구 (천명)",292
"경상남도","15 - 29세","2019","경제활동참가율 (%)",43.8
"경상남도","15 - 29세","2019","고용률 (%)",39.3
"경상남도","15 - 29세","2020","15세이상인구 (천명)",501
"경상남도","15 - 29세","2020","경제활동인구 (천명)",210
"경상남도","15 - 29세","2020","비경제활동인구 (천명)",291
"경상남도","15 - 29세","2020","경제활동참가율 (%)",42.0
"경상남도","15 - 29세","2020","고용률 (%)",37.7
"경상남도","15 - 29세","2021","15세이상인구 (천명)",486
"경상남도","15 - 29세","2021","경제활동인구 (천명)",209
"경상남도","15 - 29세","2021","비경제활동인구 (천명)",277
"경상남도","15 - 29세","2021","경제활동참가율 (%)",43.0
"경상남도","15 - 29세","2021","고용률 (%)",39.4
"경상남도","15 - 29세","2022","15세이상인구 (천명)",469
"경상남도","15 - 29세","2022","경제활동인구 (천명)",201
"경상남도","15 - 29세","2022","비경제활동인구 (천명)",268
"경상남도","15 - 29세","2022","경제활동참가율 (%)",42.8
"경상남도","15 - 29세","2022","고용률 (%)",39.9
"경상남도","15 - 29세","2023","15세이상인구 (천명)",453
"경상남도","15 - 29세","2023","경제활동인구 (천명)",189
"경상남도","15 - 29세","2023","비경제활동인구 (천명)",265
"경상남도","15 - 29세","2023","경제활동참가율 (%)",41.6
"경상남도","15 - 29세","2023","고용률 (%)",39.0
"경상남도","15 - 29세","2024","15세이상인구 (천명)",435
"경상남도","15 - 29세","2024","경제활동인구 (천명)",167
"경상남도","15 - 29세","2024","비경제활동인구 (천명)",268
"경상남도","15 - 29세","2024","경제활동참가율 (%)",38.4
"경상남도","15 - 29세","2024","고용률 (%)",36.5
"경상남도","15 - 19세","2014","15세이상인구 (천명)",204
"경상남도","15 - 19세","2014","경제활동인구 (천명)",10
"경상남도","15 - 19세","2014","비경제활동인구 (천명)",194
"경상남도","15 - 19세","2014","경제활동참가율 (%)",5.0
"경상남도","15 - 19세","2014","고용률 (%)",4.5
"경상남도","15 - 19세","2015","15세이상인구 (천명)",200
"경상남도","15 - 19세","2015","경제활동인구 (천명)",13
