시도별,성별,연령별,시점,추계인구
충청남도,남자,50 - 54세,1989 년,57359
충청남도,남자,50 - 54세,1990 년,55192
충청남도,남자,50 - 54세,1991 년,53953
충청남도,남자,50 - 54세,1992 년,52724
충청남도,남자,50 - 54세,1993 년,50704
충청남도,남자,50 - 54세,1994 년,48050
충청남도,남자,50 - 54세,1995 년,45387
충청남도,남자,50 - 54세,1996 년,44641
충청남도,남자,50 - 54세,1997 년,45179
충청남도,남자,50 - 54세,1998 년,46452
충청남도,남자,50 - 54세,1999 년,47959
충청남도,남자,50 - 54세,2000 년,48915
충청남도,남자,50 - 54세,2001 년,49403
충청남도,남자,50 - 54세,2002 년,49892
충청남도,남자,50 - 54세,2003 년,50413
충청남도,남자,50 - 54세,2004 년,51820
충청남도,남자,50 - 54세,2005 년,54893
충청남도,남자,50 - 54세,2006 년,59390
충청남도,남자,50 - 54세,2007 년,63012
충청남도,남자,50 - 54세,2008 년,68526
충청남도,남자,50 - 54세,2009 년,73050
충청남도,남자,50 - 54세,2010 년,77025
충청남도,남자,50 - 54세,2011 년,82805
충청남도,남자,50 - 54세,2012 년,82439
충청남도,남자,50 - 54세,2013 년,85335
충청남도,남자,50 - 54세,2014 년,85823
충청남도,남자,50 - 54세,2015 년,87452
충청남도,남자,50 - 54세,2016 년,83710
충청남도,남자,50 - 54세,2017 년,84227
충청남도,남자,50 - 54세,2018 년,84082
충청남도,남자,50 - 54세,2019 년,89151
충청남도,남자,50 - 54세,2020 년,88329
충청남도,남자,50 - 54세,2021 년,92478
충청남도,남자,50 - 54세,2022 년,94863
충청남도,남자,50 - 54세,2023 년,97169
충청남도,남자,50 - 54세,2024 년,97179
충청남도,남자,55 - 59세,1970 년,35724
충청남도,남자,55 - 59세,1971 년,36381
충청남도,남자,55 - 59세,1972 년,35611
충청남도,남자,55 - 59세,1973 년,35068
충청남도,남자,55 - 59세,1974 년,35171
충청남도,남자,55 - 59세,1975 년,35781
충청남도,남자,55 - 59세,1976 년,36607
충청남도,남자,55 - 59세,1977 년,37610
충청남도,남자,55 - 59세,1978 년,38900
충청남도,남자,55 - 59세,1979 년,39740
충청남도,남자,55 - 59세,1980 년,39774
충청남도,남자,55 - 59세,1981 년,39432
충청남도,남자,55 - 59세,1982 년,39049
충청남도,남자,55 - 59세,1983 년,38804
충청남도,남자,55 - 59세,1984 년,38803
충청남도,남자,55 - 59세,1985 년,39310
충청남도,남자,55 - 59세,1986 년,40546
충청남도,남자,55 - 59세,1987 년,42496
충청남도,남자,55 - 59세,1988 년,44696
충청남도,남자,55 - 59세,1989 년,46898
충청남도,남자,55 - 59세,1990 년,48818
충청남도,남자,55 - 59세,1991 년,49934
충청남도,남자,55 - 59세,1992 년,50502
충청남도,남자,55 - 59세,1993 년,50703
충청남도,남자,55 - 59세,1994 년,50385
충청남도,남자,55 - 59세,1995 년,49506
충청남도,남자,55 - 59세,1996 년,48474
충청남도,남자,55 - 59세,1997 년,48044
충청남도,남자,55 - 59세,1998 년,46926
충청남도,남자,55 - 59세,1999 년,45148
충청남도,남자,55 - 59세,2000 년,43268
충청남도,남자,55 - 59세,2001 년,43083
충청남도,남자,55 - 59세,2002 년,43569
충청남도,남자,55 - 59세,2003 년,44458
충청남도,남자,55 - 59세,2004 년,46303
충청남도,남자,55 - 59세,2005 년,48275
충청남도,남자,55 - 59세,2006 년,49609
충청남도,남자,55 - 59세,2007 년,50638
충청남도,남자,55 - 59세,2008 년,52050
충청남도,남자,55 - 59세,2009 년,53262
충청남도,남자,55 - 59세,2010 년,56932
충청남도,남자,55 - 59세,2011 년,61591
충청남도,남자,55 - 59세,2012 년,62087
충청남도,남자,55 - 59세,2013 년,66841
충청남도,남자,55 - 59세,2014 년,71865
충청남도,남자,55 - 59세,2015 년,75841
충청남도,남자,55 - 59세,2016 년,82019
충청남도,남자,55 - 59세,2017 년,85611
충청남도,남자,55 - 59세,2018 년,88981
충청남도,남자,55 - 59세,2019 년,88814
충청남도,남자,55 - 59세,2020 년,89900
충청남도,남자,55 - 59세,2021 년,85731
충청남도,남자,55 - 59세,2022 년,86116
충청남도,남자,55 - 59세,2023 년,86009
충청남도,남자,55 - 59세,2024 년,91645
충청남도,남자,60 - 64세,1970 년,27331
충청남도,남자,60 - 64세,1971 년,28224
충청남도,남자,60 - 64세,1972 년,28064
충청남도,남자,60 - 64세,1973 년,28160
충청남도,남자,60 - 64세,1974 년,27864
충청남도,남자,60 - 64세,1975 년,27844
충청남도,남자,60 - 64세,1976 년,28848
충청남도,남자,60 - 64세,1977 년,29608
충청남도,남자,60 - 64세,1978 년,30015
충청남도,남자,60 - 64세,1979 년,30495
충청남도,남자,60 - 64세,1980 년,31098
충청남도,남자,60 - 64세,1981 년,31547
충청남도,남자,60 - 64세,1982 년,32192
충청남도,남자,60 - 64세,1983 년,32995
충청남도,남자,60 - 64세,1984 년,33455
충청남도,남자,60 - 64세,1985 년,33668
충청남도,남자,60 - 64세,1986 년,33902
충청남도,남자,60 - 64세,1987 년,33888
충청남도,남자,60 - 64세,1988 년,33878
충청남도,남자,60 - 64세,1989 년,34185
충청남도,남자,60 - 64세,1990 년,34812
충청남도,남자,60 - 64세,1991 년,35813
충청남도,남자,60 - 64세,1992 년,37336
충청남도,남자,60 - 64세,1993 년,39136
충청남도,남자,60 - 64세,1994 년,41221
충청남도,남자,60 - 64세,1995 년,43666
충청남도,남자,60 - 64세,1996 년,45195
충청남도,남자,60 - 64세,1997 년,46442
충청남도,남자,60 - 64세,1998 년,47077
충청남도,남자,60 - 64세,1999 년,47019
충청남도,남자,60 - 64세,2000 년,46388
충청남도,남자,60 - 64세,2001 년,45683
충청남도,남자,60 - 64세,2002 년,44996
충청남도,남자,60 - 64세,2003 년,44028
충청남도,남자,60 - 64세,2004 년,42681
충청남도,남자,60 - 64세,2005 년,42170
충청남도,남자,60 - 64세,2006 년,41995
충청남도,남자,60 - 64세,2007 년,42747
충청남도,남자,60 - 64세,2008 년,43923
충청남도,남자,60 - 64세,2009 년,46174
충청남도,남자,60 - 64세,2010 년,48431
충청남도,남자,60 - 64세,2011 년,50269
충청남도,남자,60 - 64세,2012 년,49167
충청남도,남자,60 - 64세,2013 년,49640
충청남도,남자,60 - 64세,2014 년,50928
충청남도,남자,60 - 64세,2015 년,54699
충청남도,남자,60 - 64세,2016 년,60219
충청남도,남자,60 - 64세,2017 년,63664
충청남도,남자,60 - 64세,2018 년,68855
충청남도,남자,60 - 64세,2019 년,73810
충청남도,남자,60 - 64세,2020 년,77743
충청남도,남자,60 - 64세,2021 년,84457
충청남도,남자,60 - 64세,2022 년,87938
충청남도,남자,60 - 64세,2023 년,91863
충청남도,남자,60 - 64세,2024 년,91663
충청남도,남자,65 - 69세,1970 년,17658
충청남도,남자,65 - 69세,1971 년,19017
충청남도,남자,65 - 69세,1972 년,17905
충청남도,남자,65 - 69세,1973 년,18369
충청남도,남자,65 - 69세,1974 년,19432
충청남도,남자,65 - 69세,1975 년,20026
충청남도,남자,65 - 69세,1976 년,20653
충청남도,남자,65 - 69세,1977 년,21419
충청남도,남자,65 - 69세,1978 년,22018
충청남도,남자,65 - 69세,1979 년,22316
충청남도,남자,65 - 69세,1980 년,22737
충청남도,남자,65 - 69세,1981 년,23031
충청남도,남자,65 - 69세,1982 년,23345
충청남도,남자,65 - 69세,1983 년,23489
충청남도,남자,65 - 69세,1984 년,23458
충청남도,남자,65 - 69세,1985 년,23547
충청남도,남자,65 - 69세,1986 년,24187
충청남도,남자,65 - 69세,1987 년,25067
충청남도,남자,65 - 69세,1988 년,26195
충청남도,남자,65 - 69세,1989 년,27389
충청남도,남자,65 - 69세,1990 년,27547
충청남도,남자,65 - 69세,1991 년,27464
충청남도,남자,65 - 69세,1992 년,27452
충청남도,남자,65 - 69세,1993 년,27655
충청남도,남자,65 - 69세,1994 년,28197
충청남도,남자,65 - 69세,1995 년,29046
충청남도,남자,65 - 69세,1996 년,30464
충청남도,남자,65 - 69세,1997 년,32252
충청남도,남자,65 - 69세,1998 년,34411
충청남도,남자,65 - 69세,1999 년,36748
충청남도,남자,65 - 69세,2000 년,39165
충청남도,남자,65 - 69세,2001 년,40498
충청남도,남자,65 - 69세,2002 년,41636
충청남도,남자,65 - 69세,2003 년,42273
충청남도,남자,65 - 69세,2004 년,42643
충청남도,남자,65 - 69세,2005 년,42151
충청남도,남자,65 - 69세,2006 년,41894
충청남도,남자,65 - 69세,2007 년,42383
충청남도,남자,65 - 69세,2008 년,42905
충청남도,남자,65 - 69세,2009 년,42021
충청남도,남자,65 - 69세,2010 년,41734
충청남도,남자,65 - 69세,2011 년,40783
충청남도,남자,65 - 69세,2012 년,39065
충청남도,남자,65 - 69세,2013 년,39546
충청남도,남자,65 - 69세,2014 년,41604
충청남도,남자,65 - 69세,2015 년,44344
충청남도,남자,65 - 69세,2016 년,47051
충청남도,남자,65 - 69세,2017 년,48966
충청남도,남자,65 - 69세,2018 년,49854
충청남도,남자,65 - 69세,2019 년,50938
충청남도,남자,65 - 69세,2020 년,55000
충청남도,남자,65 - 69세,2021 년,60223
충청남도,남자,65 - 69세,2022 년,63762
충청남도,남자,65 - 69세,2023 년,68988
충청남도,남자,65 - 69세,2024 년,74609
충청남도,남자,70 - 74세,1970 년,13233
충청남도,남자,70 - 74세,1971 년,13083
충청남도,남자,70 - 74세,1972 년,12476
충청남도,남자,70 - 74세,1973 년,11887
충청남도,남자,70 - 74세,1974 년,11318
충청남도,남자,70 - 74세,1975 년,11775
충청남도,남자,70 - 74세,1976 년,12155
충청남도,남자,70 - 74세,1977 년,12444
충청남도,남자,70 - 74세,1978 년,12999
충청남도,남자,70 - 74세,1979 년,13716
충청남도,남자,70 - 74세,1980 년,14132
충청남도,남자,70 - 74세,1981 년,14609
충청남도,남자,70 - 74세,1982 년,15131
충청남도,남자,70 - 74세,1983 년,15513
충청남도,남자,70 - 74세,1984 년,15811
충청남도,남자,70 - 74세,1985 년,16328
충청남도,남자,70 - 74세,1986 년,16532
충청남도,남자,70 - 74세,1987 년,16926
충청남도,남자,70 - 74세,1988 년,17246
충청남도,남자,70 - 74세,1989 년,17538
충청남도,남자,70 - 74세,1990 년,18137
충청남도,남자,70 - 74세,1991 년,18504
충청남도,남자,70 - 74세,1992 년,19109
충청남도,남자,70 - 74세,1993 년,19943
충청남도,남자,70 - 74세,1994 년,20743
충청남도,남자,70 - 74세,1995 년,21251
충청남도,남자,70 - 74세,1996 년,21674
충청남도,남자,70 - 74세,1997 년,22139
충청남도,남자,70 - 74세,1998 년,22756
충청남도,남자,70 - 74세,1999 년,23492
충청남도,남자,70 - 74세,2000 년,24324
충청남도,남자,70 - 74세,2001 년,25303
충청남도,남자,70 - 74세,2002 년,26775
충청남도,남자,70 - 74세,2003 년,28683
충청남도,남자,70 - 74세,2004 년,30665
충청남도,남자,70 - 74세,2005 년,32681
충청남도,남자,70 - 74세,2006 년,35169
충청남도,남자,70 - 74세,2007 년,36781
충청남도,남자,70 - 74세,2008 년,37899
충청남도,남자,70 - 74세,2009 년,38818
충청남도,남자,70 - 74세,2010 년,38860
충청남도,남자,70 - 74세,2011 년,38379
충청남도,남자,70 - 74세,2012 년,37332
충청남도,남자,70 - 74세,2013 년,37854
충청남도,남자,70 - 74세,2014 년,37024
충청남도,남자,70 - 74세,2015 년,36583
충청남도,남자,70 - 74세,2016 년,35722
충청남도,남자,70 - 74세,2017 년,36185
충청남도,남자,70 - 74세,2018 년,37019
충청남도,남자,70 - 74세,2019 년,39517
충청남도,남자,70 - 74세,2020 년,42716
충청남도,남자,70 - 74세,2021 년,45151
충청남도,남자,70 - 74세,2022 년,47116
충청남도,남자,70 - 74세,2023 년,47995
충청남도,남자,70 - 74세,2024 년,49299
충청남도,남자,75 - 79세,1970 년,5694
충청남도,남자,75 - 79세,1971 년,6000
충청남도,남자,75 - 79세,1972 년,5767
충청남도,남자,75 - 79세,1973 년,5829
충청남도,남자,75 - 79세,1974 년,5895
충청남도,남자,75 - 79세,1975 년,6373
충청남도,남자,75 - 79세,1976 년,6713
충청남도,남자,75 - 79세,1977 년,6969
충청남도,남자,75 - 79세,1978 년,6913
충청남도,남자,75 - 79세,1979 년,6818
충청남도,남자,75 - 79세,1980 년,7099
충청남도,남자,75 - 79세,1981 년,7165
충청남도,남자,75 - 79세,1982 년,7649
충청남도,남자,75 - 79세,1983 년,7921
충청남도,남자,75 - 79세,1984 년,8176
충청남도,남자,75 - 79세,1985 년,8485
충청남도,남자,75 - 79세,1986 년,8657
충청남도,남자,75 - 79세,1987 년,8986
충청남도,남자,75 - 79세,1988 년,9451
충청남도,남자,75 - 79세,1989 년,9727
충청남도,남자,75 - 79세,1990 년,10666
충청남도,남자,75 - 79세,1991 년,11197
충청남도,남자,75 - 79세,1992 년,11455
충청남도,남자,75 - 79세,1993 년,11565
충청남도,남자,75 - 79세,1994 년,11749
충청남도,남자,75 - 79세,1995 년,12185
충청남도,남자,75 - 79세,1996 년,12719
충청남도,남자,75 - 79세,1997 년,13423
충청남도,남자,75 - 79세,1998 년,14168
충청남도,남자,75 - 79세,1999 년,14887
충청남도,남자,75 - 79세,2000 년,15487
충청남도,남자,75 - 79세,2001 년,15932
충청남도,남자,75 - 79세,2002 년,16398
충청남도,남자,75 - 79세,2003 년,16915
충청남도,남자,75 - 79세,2004 년,17598
충청남도,남자,75 - 79세,2005 년,18183
충청남도,남자,75 - 79세,2006 년,19037
충청남도,남자,75 - 79세,2007 년,20619
충청남도,남자,75 - 79세,2008 년,22568
충청남도,남자,75 - 79세,2009 년,24506
충청남도,남자,75 - 79세,2010 년,26847
충청남도,남자,75 - 79세,2011 년,28920
충청남도,남자,75 - 79세,2012 년,29000
충청남도,남자,75 - 79세,2013 년,29722
충청남도,남자,75 - 79세,2014 년,30498
충청남도,남자,75 - 79세,2015 년,30502
충청남도,남자,75 - 79세,2016 년,30142
충청남도,남자,75 - 79세,2017 년,31646
충청남도,남자,75 - 79세,2018 년,32693
충청남도,남자,75 - 79세,2019 년,32392
충청남도,남자,75 - 79세,2020 년,32443
충청남도,남자,75 - 79세,2021 년,31724
충청남도,남자,75 - 79세,2022 년,32321
충청남도,남자,75 - 79세,2023 년,33387
충청남도,남자,75 - 79세,2024 년,35783
충청남도,남자,80세이상,1970 년,3135
충청남도,남자,80세이상,1971 년,3246
충청남도,남자,80세이상,1972 년,3279
충청남도,남자,80세이상,1973 년,3411
충청남도,남자,80세이상,1974 년,3462
충청남도,남자,80세이상,1975 년,3568
충청남도,남자,80세이상,1976 년,3620
충청남도,남자,80세이상,1977 년,3726
충청남도,남자,80세이상,1978 년,3930
충청남도,남자,80세이상,1979 년,4175
충청남도,남자,80세이상,1980 년,4280
충청남도,남자,80세이상,1981 년,4252
충청남도,남자,80세이상,1982 년,4339
충청남도,남자,80세이상,1983 년,4447
충청남도,남자,80세이상,1984 년,4651
충청남도,남자,80세이상,1985 년,4743
충청남도,남자,80세이상,1986 년,4978
충청남도,남자,80세이상,1987 년,5221
충청남도,남자,80세이상,1988 년,5462
충청남도,남자,80세이상,1989 년,5691
충청남도,남자,80세이상,1990 년,6650
충청남도,남자,80세이상,1991 년,6882
충청남도,남자,80세이상,1992 년,7118
충청남도,남자,80세이상,1993 년,7355
충청남도,남자,80세이상,1994 년,7596
충청남도,남자,80세이상,1995 년,7841
충청남도,남자,80세이상,1996 년,8795
충청남도,남자,80세이상,1997 년,9208
충청남도,남자,80세이상,1998 년,9528
충청남도,남자,80세이상,1999 년,9769
충청남도,남자,80세이상,2000 년,10062
충청남도,남자,80세이상,2001 년,10638
충청남도,남자,80세이상,2002 년,11461
충청남도,남자,80세이상,2003 년,12038
충청남도,남자,80세이상,2004 년,12851
충청남도,남자,80세이상,2005 년,13747
충청남도,남자,80세이상,2006 년,14609
충청남도,남자,80세이상,2007 년,15349
충청남도,남자,80세이상,2008 년,16361
충청남도,남자,80세이상,2009 년,17570
충청남도,남자,80세이상,2010 년,18776
충청남도,남자,80세이상,2011 년,19831
충청남도,남자,80세이상,2012 년,20496
충청남도,남자,80세이상,2013 년,22287
충청남도,남자,80세이상,2014 년,24099
충청남도,남자,80세이상,2015 년,25753
충청남도,남자,80세이상,2016 년,28207
충청남도,남자,80세이상,2017 년,30673
충청남도,남자,80세이상,2018 년,32747
충청남도,남자,80세이상,2019 년,35136
충청남도,남자,80세이상,2020 년,36935
충청남도,남자,80세이상,2021 년,38518
충청남도,남자,80세이상,2022 년,41092
충청남도,남자,80세이상,2023 년,42945
충청남도,남자,80세이상,2024 년,44171
충청남도,남자,80 - 84세,2000 년,7126
충청남도,남자,80 - 84세,2001 년,7478
충청남도,남자,80 - 84세,2002 년,7987
충청남도,남자,80 - 84세,2003 년,8385
충청남도,남자,80 - 84세,2004 년,9019
충청남도,남자,80 - 84세,2005 년,9660
충청남도,남자,80 - 84세,2006 년,10117
충청남도,남자,80 - 84세,2007 년,10415
충청남도,남자,80 - 84세,2008 년,11004
충청남도,남자,80 - 84세,2009 년,11725
충청남도,남자,80 - 84세,2010 년,12396
충청남도,남자,80 - 84세,2011 년,13070
충청남도,남자,80 - 84세,2012 년,13660
충청남도,남자,80 - 84세,2013 년,14924
충청남도,남자,80 - 84세,2014 년,16172
충청남도,남자,80 - 84세,2015 년,17585
충청남도,남자,80 - 84세,2016 년,19543
충청남도,남자,80 - 84세,2017 년,20877
충청남도,남자,80 - 84세,2018 년,21815
충청남도,남자,80 - 84세,2019 년,22839
충청남도,남자,80 - 84세,2020 년,23190
충청남도,남자,80 - 84세,2021 년,23151
충청남도,남자,80 - 84세,2022 년,24495
충청남도,남자,80 - 84세,2023 년,25438
충청남도,남자,80 - 84세,2024 년,25396
충청남도,남자,85 - 89세,2000 년,2335
충청남도,남자,85 - 89세,2001 년,2550
충청남도,남자,85 - 89세,2002 년,2802
충청남도,남자,85 - 89세,2003 년,2954
충청남도,남자,85 - 89세,2004 년,3094
충청남도,남자,85 - 89세,2005 년,3254
충청남도,남자,85 - 89세,2006 년,3530
충청남도,남자,85 - 89세,2007 년,3894
충청남도,남자,85 - 89세,2008 년,4188
충청남도,남자,85 - 89세,2009 년,4597
충청남도,남자,85 - 89세,2010 년,5001
충청남도,남자,85 - 89세,2011 년,5242
충청남도,남자,85 - 89세,2012 년,5204
충청남도,남자,85 - 89세,2013 년,5550
충청남도,남자,85 - 89세,2014 년,5992
충청남도,남자,85 - 89세,2015 년,6204
충청남도,남자,85 - 89세,2016 년,6573
충청남도,남자,85 - 89세,2017 년,7481
충청남도,남자,85 - 89세,2018 년,8428
충청남도,남자,85 - 89세,2019 년,9497
충청남도,남자,85 - 89세,2020 년,10657
충청남도,남자,85 - 89세,2021 년,12006
충청남도,남자,85 - 89세,2022 년,12804
충청남도,남자,85 - 89세,2023 년,13320
충청남도,남자,85 - 89세,2024 년,14055
충청남도,남자,90 - 94세,2000 년,524
충청남도,남자,90 - 94세,2001 년,533
충청남도,남자,90 - 94세,2002 년,597
충청남도,남자,90 - 94세,2003 년,612
충청남도,남자,90 - 94세,2004 년,641
충청남도,남자,90 - 94세,2005 년,737
충청남도,남자,90 - 94세,2006 년,861
충청남도,남자,90 - 94세,2007 년,923
충청남도,남자,90 - 94세,2008 년,1043
충청남도,남자,90 - 94세,2009 년,1113
충청남도,남자,90 - 94세,2010 년,1210
충청남도,남자,90 - 94세,2011 년,1306
충청남도,남자,90 - 94세,2012 년,1397
충청남도,남자,90 - 94세,2013 년,1549
충청남도,남자,90 - 94세,2014 년,1634
충청남도,남자,90 - 94세,2015 년,1645
충청남도,남자,90 - 94세,2016 년,1771
충청남도,남자,90 - 94세,2017 년,1936
충청남도,남자,90 - 94세,2018 년,2055
충청남도,남자,90 - 94세,2019 년,2352
충청남도,남자,90 - 94세,2020 년,2605
충청남도,남자,90 - 94세,2021 년,2830
충청남도,남자,90 - 94세,2022 년,3209
충청남도,남자,90 - 94세,2023 년,3580
충청남도,남자,90 - 94세,2024 년,4042
충청남도,남자,95 - 99세,2000 년,73
충청남도,남자,95 - 99세,2001 년,74
충청남도,남자,95 - 99세,2002 년,70
충청남도,남자,95 - 99세,2003 년,79
충청남도,남자,95 - 99세,2004 년,85
충청남도,남자,95 - 99세,2005 년,84
충청남도,남자,95 - 99세,2006 년,91
충청남도,남자,95 - 99세,2007 년,109
충청남도,남자,95 - 99세,2008 년,118
충청남도,남자,95 - 99세,2009 년,122
충청남도,남자,95 - 99세,2010 년,154
충청남도,남자,95 - 99세,2011 년,198
충청남도,남자,95 - 99세,2012 년,218
충청남도,남자,95 - 99세,2013 년,247
충청남도,남자,95 - 99세,2014 년,284
충청남도,남자,95 - 99세,2015 년,301
충청남도,남자,95 - 99세,2016 년,301
충청남도,남자,95 - 99세,2017 년,354
충청남도,남자,95 - 99세,2018 년,415
충청남도,남자,95 - 99세,2019 년,406
충청남도,남자,95 - 99세,2020 년,426
충청남도,남자,95 - 99세,2021 년,478
충청남도,남자,95 - 99세,2022 년,522
충청남도,남자,95 - 99세,2023 년,540
충청남도,남자,95 - 99세,2024 년,618
충청남도,남자,100세 이상,2000 년,4
충청남도,남자,100세 이상,2001 년,3
충청남도,남자,100세 이상,2002 년,5
충청남도,남자,100세 이상,2003 년,8
충청남도,남자,100세 이상,2004 년,12
충청남도,남자,100세 이상,2005 년,12
충청남도,남자,100세 이상,2006 년,10
충청남도,남자,100세 이상,2007 년,8
충청남도,남자,100세 이상,2008 년,8
충청남도,남자,100세 이상,2009 년,13
충청남도,남자,100세 이상,2010 년,15
충청남도,남자,100세 이상,2011 년,15
충청남도,남자,100세 이상,2012 년,17
충청남도,남자,100세 이상,2013 년,17
충청남도,남자,100세 이상,2014 년,17
충청남도,남자,100세 이상,2015 년,18
충청남도,남자,100세 이상,2016 년,19
충청남도,남자,100세 이상,2017 년,25
충청남도,남자,100세 이상,2018 년,34
충청남도,남자,100세 이상,2019 년,42
충청남도,남자,100세 이상,2020 년,57
충청남도,남자,100세 이상,2021 년,53
충청남도,남자,100세 이상,2022 년,62
충청남도,남자,100세 이상,2023 년,67
충청남도,남자,100세 이상,2024 년,60
충청남도,여자,계,1970 년,1167955
충청남도,여자,계,1971 년,1165444
충청남도,여자,계,1972 년,1162160
충청남도,여자,계,1973 년,1158540
충청남도,여자,계,1974 년,1153410
충청남도,여자,계,1975 년,1149990
충청남도,여자,계,1976 년,1137108
충청남도,여자,계,1977 년,1123692
충청남도,여자,계,1978 년,1109231
충청남도,여자,계,1979 년,1094324
충청남도,여자,계,1980 년,1079190
충청남도,여자,계,1981 년,1074385
충청남도,여자,계,1982 년,1068496
충청남도,여자,계,1983 년,1057746
충청남도,여자,계,1984 년,1038131
충청남도,여자,계,1985 년,1019822
충청남도,여자,계,1986 년,1015393
충청남도,여자,계,1987 년,1011068
충청남도,여자,계,1988 년,1003475
충청남도,여자,계,1989 년,992775
충청남도,여자,계,1990 년,979885
충청남도,여자,계,1991 년,960226
충청남도,여자,계,1992 년,941267
충청남도,여자,계,1993 년,922135
충청남도,여자,계,1994 년,903083
충청남도,여자,계,1995 년,884434
충청남도,여자,계,1996 년,894789
충청남도,여자,계,1997 년,907927
충청남도,여자,계,1998 년,919867
충청남도,여자,계,1999 년,927075
충청남도,여자,계,2000 년,931525
충청남도,여자,계,2001 년,931730
충청남도,여자,계,2002 년,928889
충청남도,여자,계,2003 년,925849
충청남도,여자,계,2004 년,933993
충청남도,여자,계,2005 년,945817
충청남도,여자,계,2006 년,955164
충청남도,여자,계,2007 년,967250
충청남도,여자,계,2008 년,985006
충청남도,여자,계,2009 년,998199
충청남도,여자,계,2010 년,1016112
충청남도,여자,계,2011 년,1030636
충청남도,여자,계,2012 년,999693
충청남도,여자,계,2013 년,1009173
충청남도,여자,계,2014 년,1020586
충청남도,여자,계,2015 년,1027162
충청남도,여자,계,2016 년,1038659
충청남도,여자,계,2017 년,1050056
충청남도,여자,계,2018 년,1059593
충청남도,여자,계,2019 년,1064460
충청남도,여자,계,2020 년,1059358
충청남도,여자,계,2021 년,1058793
충청남도,여자,계,2022 년,1062595
충청남도,여자,계,2023 년,1068012
충청남도,여자,계,2024 년,1074743
충청남도,여자,0 - 4세,1970 년,163349
충청남도,여자,0 - 4세,1971 년,160944
충청남도,여자,0 - 4세,1972 년,158393
충청남도,여자,0 - 4세,1973 년,154774
충청남도,여자,0 - 4세,1974 년,150352
충청남도,여자,0 - 4세,1975 년,141733
충청남도,여자,0 - 4세,1976 년,132591
충청남도,여자,0 - 4세,1977 년,123489
충청남도,여자,0 - 4세,1978 년,115946
충청남도,여자,0 - 4세,1979 년,109115
충청남도,여자,0 - 4세,1980 년,104815
충청남도,여자,0 - 4세,1981 년,102639
충청남도,여자,0 - 4세,1982 년,100181
충청남도,여자,0 - 4세,1983 년,96518
충청남도,여자,0 - 4세,1984 년,89721
충청남도,여자,0 - 4세,1985 년,82482
충청남도,여자,0 - 4세,1986 년,76092
충청남도,여자,0 - 4세,1987 년,69933
충청남도,여자,0 - 4세,1988 년,64659
충청남도,여자,0 - 4세,1989 년,60956
충청남도,여자,0 - 4세,1990 년,57006
충청남도,여자,0 - 4세,1991 년,55969
충청남도,여자,0 - 4세,1992 년,55552
충청남도,여자,0 - 4세,1993 년,55280
충청남도,여자,0 - 4세,1994 년,54923
충청남도,여자,0 - 4세,1995 년,54301
충청남도,여자,0 - 4세,1996 년,56512
충청남도,여자,0 - 4세,1997 년,58212
충청남도,여자,0 - 4세,1998 년,59396
충청남도,여자,0 - 4세,1999 년,59850
충청남도,여자,0 - 4세,2000 년,60144
충청남도,여자,0 - 4세,2001 년,58990
충청남도,여자,0 - 4세,2002 년,55846
충청남도,여자,0 - 4세,2003 년,52775
충청남도,여자,0 - 4세,2004 년,51024
충청남도,여자,0 - 4세,2005 년,48734
충청남도,여자,0 - 4세,2006 년,46115
충청남도,여자,0 - 4세,2007 년,45953
충청남도,여자,0 - 4세,2008 년,46973
충청남도,여자,0 - 4세,2009 년,47226
충청남도,여자,0 - 4세,2010 년,48303
충청남도,여자,0 - 4세,2011 년,49576
충청남도,여자,0 - 4세,2012 년,48390
충청남도,여자,0 - 4세,2013 년,48166
충청남도,여자,0 - 4세,2014 년,47838
충청남도,여자,0 - 4세,2015 년,47688
충청남도,여자,0 - 4세,2016 년,47129
충청남도,여자,0 - 4세,2017 년,46021
충청남도,여자,0 - 4세,2018 년,43976
충청남도,여자,0 - 4세,2019 년,41713
충청남도,여자,0 - 4세,2020 년,38195
충청남도,여자,0 - 4세,2021 년,34717
충청남도,여자,0 - 4세,2022 년,31806
충청남도,여자,0 - 4세,2023 년,29516
충청남도,여자,0 - 4세,2024 년,27879
충청남도,여자,5 - 9세,1970 년,185894
충청남도,여자,5 - 9세,1971 년,175556
충청남도,여자,5 - 9세,1972 년,167389
충청남도,여자,5 - 9세,1973 년,160673
충청남도,여자,5 - 9세,1974 년,156037
충청남도,여자,5 - 9세,1975 년,152597
충청남도,여자,5 - 9세,1976 년,150399
충청남도,여자,5 - 9세,1977 년,148611
충청남도,여자,5 - 9세,1978 년,144632
충청남도,여자,5 - 9세,1979 년,139354
충청남도,여자,5 - 9세,1980 년,131643
충청남도,여자,5 - 9세,1981 년,125333
충청남도,여자,5 - 9세,1982 년,118117
충청남도,여자,5 - 9세,1983 년,111755
충청남도,여자,5 - 9세,1984 년,106191
충청남도,여자,5 - 9세,1985 년,102245
충청남도,여자,5 - 9세,1986 년,100167
충청남도,여자,5 - 9세,1987 년,98375
충청남도,여자,5 - 9세,1988 년,95411
충청남도,여자,5 - 9세,1989 년,89652
충청남도,여자,5 - 9세,1990 년,81711
충청남도,여자,5 - 9세,1991 년,74711
충청남도,여자,5 - 9세,1992 년,67934
충청남도,여자,5 - 9세,1993 년,62245
충청남도,여자,5 - 9세,1994 년,58049
